;cal_pre_call_number;cal_call_number;cal_eta;cal_etd;cal_rta;cal_rtd;cal_conveyance_registration;callsign;countrycode;cnvname;cal_carrier;cal_place_code;cal_last_place_code;cal_next_place_code
3020;402752;193443.0;43806,20833;43806,58333;43806,22828;43806,61001;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
3021;402755;193609.0;43828,20833;43828,56597;43828,22083;43828,58264;9142459.0;TSMU;TN;ULYSSE;WORMS;FRMRS;TNRDS;TNRDS
3022;402744;193514.0;43815,20486;43815,79167;43815,225;43815,81042;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
3023;402749;;43826,20833;43826,70833;;;9142461.0;TSMS;TN;SALAMMBO;WORMS;FRMRS;TNRDS;TNRDS
3024;402745;193581.0;43825,25;43825,80556;43825,27578;43825,8256;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
3025;402742;193409.0;43802,20833;43802,5625;43802,21661;43802,58264;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
3026;402746;193417.0;43803,25;43804,25;43803,26819;43804,26825;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
3027;402747;;43787,25;43787,70833;;;9142461.0;TSMS;TN;SALAMMBO;WORMS;FRMRS;TNRDS;TNRDS
3028;402748;193477.0;43810,375;43810,82292;43830,38681;43830,49306;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
3029;402743;193468.0;43809,28125;43810,75;43809,29383;43810,76949;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
3030;402727;193353.0;43796,22917;43796,77778;43796,24479;43796,78682;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;FRILR
3031;402679;193555.0;43820,22222;43820,76042;43820,25019;43820,78958;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;DZSKI;MACAS
3032;402669;193175.0;43776,66667;43778,96181;43776,67464;43778,98611;9470894.0;V7EU2;MH;TILLY RUSS;CMACGM;FRMRS;ITGOA;ESBCN
3033;402652;100112.0;43848,6875;43849,01042;43848,70192;43849,04375;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3034;402656;100149.0;43860,27083;43860,75;43860,28194;43860,77622;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3035;402653;193501.0;43812,625;43813,66667;43812,64514;43813,68681;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3036;402649;100091.0;43843,27083;43844,42708;43843,28472;43844,44439;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3037;402645;193465.0;43808,32292;43808,77083;43808,33543;43808,79162;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3038;402654;193622.0;43829,27083;43830,58333;43829,28747;43830,60284;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3039;402644;193427.0;43804,6875;43805,47917;43804,7049;43805,49909;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3040;402648;100044.0;43836,27083;43837,75;43836,28633;43837,77222;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3041;402646;193540.0;43818,27083;43818,72917;43818,28287;43818,74743;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3042;402647;193575.0;43824,25;43825,76042;43824,26736;43825,77431;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3043;402655;100221.0;43869,27083;43869,54167;43869,28928;43869,56667;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3044;402650;100132.0;43855,20833;43855,52083;43855,22778;43855,53889;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3045;402651;100180.0;43864,27083;43865,72917;43864,28472;43865,74722;9192129.0;LYTB;LT;BOTNIA SEAWAYS;DFDS;FRMRS;TNRDS;TNRDS
3046;402642;193213.0;43782,14583;43782,57292;43782,16435;43782,60277;9427926.0;ZDNC7;GI;PAGANELLA;MARMEDSA;FRMRS;ITCVV;ESVLC
3047;402607;193155.0;43774,90625;43779,10417;43774,92756;43779,10473;9252864.0;V2CO4;AG;MARINA;CMACGM;FRMRS;ESBCN;DZORN
3048;402606;193177.0;43776,83681;43778,9375;43776,85779;43778,94902;9354442.0;ZDIW5;GI;DINA TRADER;CMACGM;FRMRS;ESBCN;DZALG
3049;402531;193451.0;43807,20833;43807,5;43807,21875;43807,52046;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNTUN;TNTUN
3050;402530;193405.0;43801,27083;43802,75;43801,2822;43802,76834;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNTUN;TNTUN
3051;402528;193422.0;43804,08333;43805,5;43804,11197;43805,52639;9210098.0;A8RQ8;LR;CRISTINA STAR;CMACGM;FRMRS;ITGOA;ESBCN
3052;402527;193413.0;43802,40278;43802,77083;43802,41999;43802,77363;9327578.0;DCTW2;DE;BENEDIKT;CMACGM;FRMRS;DZGHZ;ESBCN
3053;402526;193503.0;43812,70833;43813,04167;43812,7333;43813,05417;9212010.0;V7AT6;MH;RACHEL BORCHARD;MARMEDSA;FRMRS;ESCAS;ITGOA
3054;402523;193363.0;43797,21181;43797,75;43797,23057;43797,76181;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3055;402517;193251.0;43785,24653;43785,73958;43785,25694;43785,75561;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3056;402516;193222.0;43783,21181;43783,75694;43783,22781;43783,77431;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3057;402513;193181.0;43777,21528;43777,75347;43777,2278;43777,75957;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3058;402520;193316.0;43791,21181;43791,75;43791,23333;43791,77038;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3059;402522;193346.0;43795,21875;43795,75;43795,23196;43795,7541;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3060;402515;193209.0;43781,23958;43781,75347;43781,25488;43781,77341;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3061;402514;193195.0;43779,24653;43779,72917;43779,25854;43779,74028;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3062;402518;193267.0;43787,24653;43787,75347;43787,26059;43787,76264;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3063;402512;193157.0;43775,21181;43775,75347;43775,22769;43775,77083;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3064;402511;193142.0;43773,23958;43773,76042;43773,25;43773,77243;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3065;402524;193388.0;43799,24653;43799,75347;43799,25934;43799,76139;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3066;402519;193288.0;43789,21875;43789,75;43789,23426;43789,75726;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3067;402510;193121.0;43771,25;43771,75;43771,26042;43771,75728;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3068;402521;193334.0;43793,23611;43793,75;43793,25522;43793,76716;9161948.0;FNPV;FR;JEAN NICOLI;CORSICALINEA;FRMRS;FRAJA;FRAJA
3069;402508;193384.0;43799,20833;43800,07639;43799,21433;43800,09028;9212034.0;V7AL8;MH;RUTH BORCHARD;MARMEDSA;FRMRS;ESCAS;ITGOA
3070;402461;;43811,45833;43813,125;;;9550345.0;3EZG;PA;STELLAR WAKAMATSU;CMACGM;FRMRS;PTSET;ITGOA
3071;402459;193286.0;43789,1875;43789,80208;43789,20373;43789,81207;9327578.0;DCTW2;DE;BENEDIKT;CMACGM;FRMRS;DZGHZ;ESBCN
3072;402454;;43775,16667;43775,5;;;9550345.0;3EZG;PA;STELLAR WAKAMATSU;CMACGM;FRMRS;PTSET;ITGOA
3073;402451;193105.0;43770,16667;43770,81944;43770,18552;43770,82471;9179567.0;V2PQ;AG;NICOLA;CMACGM;FRMRS;MTMLA;ESBCN
3074;402450;193112.0;43770,3125;43771,35417;43770,32779;43771,37034;9143879.0;D5RA9;LR;OKEE LILO;CMACGM;FRMRS;ITGOA;ESBCN
3075;402452;193103.0;43770,16667;43771,79167;43770,16667;43771,80344;9683491.0;V7DV3;MH;CONTSHIP ZEN;CMACGM;FRMRS;ESBCN;DZALG
3076;402364;;43773,16667;43773,66667;;;8807155.0;9HKH6;MT;NEPTUNE AVRA;MARMEDSA;FRMRS;TRGEM;ESSDR
3077;402363;193104.0;43770,16667;43770,51042;43770,1737;43770,54053;9451719.0;ZDJO7;GI;MONZA EXPRESS;MARMEDSA;FRMRS;ITCVV;FRSET
3078;402346;193380.0;43798,57639;43799,625;43798,59375;43799,64167;9393230.0;9HYQ9;DZ;GOURAYA;NAVIMED;FRMRS;DZORN;DZORN
3079;402344;193399.0;43800,98611;43840,66667;43800,98958;43840,68756;9685085.0;7THU;DZ;TITTERI;NAVIMED;FRMRS;ITGOA;DZBJA
3080;402285;193254.0;43785,54167;43785,92708;43785,55845;43785,95208;9126766.0;9HZQ8;MT;CORELLI;ARKAS;FRMRS;PTLEI;ITGOA
3081;402283;193296.0;43789,8125;43790,80208;43789,84708;43790,82292;9547219.0;IBGX;IT;JOLLY TITANIO;MESSINA;FRMRS;ESCAS;ITGOA
3082;402272;193368.0;43798,14583;43799,01042;43798,16052;43799,03694;9641235.0;V7ZU2;MH;KATHERINE;CMACGM;FRMRS;ITGOA;ESBCN
3083;402270;193429.0;43804,88889;43805,83333;43804,90808;43805,84583;9324954.0;CQAT5;PT;WILHELMINE;CMACGM;FRMRS;DZGHZ;ESBCN
3084;402224;193040.0;43763,5625;43764,75;43763,57292;43764,75984;9364344.0;A8JG6;LR;CONTSHIP BEE;CMACGM;FRMRS;ITGOA;ESBCN
3085;402127;193289.0;43789,25;43789,79167;43789,25556;43789,80972;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
3086;402126;193218.0;43782,45833;43782,76042;43782,46961;43843,77361;9142461.0;TSMS;TN;SALAMMBO;WORMS;FRMRS;TNRDS;TNRDS
3087;402125;193163.0;43775,41667;43775,80208;43775,43396;43775,79931;9183790.0;5BXA4;CY;MIRAMAR EXPRESS;WORMS;FRMRS;TNRDS;TNRDS
3088;402128;193360.0;43796,875;43797,05208;43796,89211;43797,07639;9142461.0;TSMS;TN;SALAMMBO;WORMS;FRMRS;TNRDS;TNRDS
3089;402120;193376.0;43798,25;43799,53472;43798,27431;43799,56192;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
3090;402121;193145.0;43773,28472;43773,77083;43773,30848;43773,78106;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
3091;402124;193347.0;43795,35417;43795,77083;43795,36608;43795,77778;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
3092;402119;193319.0;43791,28125;43792,56944;43791,29861;43792,5875;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
3093;402118;193245.0;43784,85417;43785,54167;43784,875;43785,56873;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
3094;402117;193183.0;43777,375;43778,58333;43777,38819;43778,60501;9208007.0;TSEL;TN;ELYSSA;WORMS;FRMRS;TNRDS;TNRDS
3095;402116;193111.0;43770,26389;43771,52083;43770,28517;43771,54666;9207998.0;TSAM;TN;AMILCAR;WORMS;FRMRS;TNRDS;TNRDS
3096;402123;193278.0;43788,25;43788,56944;43788,2609;43788,59236;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
3097;402122;193211.0;43781,29167;43781,60417;43781,30556;43781,62847;9457206.0;TCA3421;TR;PAQIZE;WORMS;FRMRS;TNRDS;TNRDS
3098;402074;193351.0;43796,21875;43796,75;43796,23333;43796,77083;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRBIA;FRAJA
3099;402075;193372.0;43798,21875;43798,75;43798,22955;43798,76138;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3100;402072;193326.0;43792,25;43792,75;43792,27176;43792,76868;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3101;402065;193186.0;43778,23958;43778,75;43778,2564;43778,77556;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3102;402078;193138.0;43772,27083;43772,46875;43772,29544;43772,49109;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;TNLGN
3103;402087;193304.0;43790,25;43790,4375;43790,2642;43790,46998;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;DZALG
3104;402089;193342.0;43794,27083;43794,75347;43794,28472;43794,76093;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;FRAJA
3105;402083;193219.0;43782,54514;43782,77778;43782,55958;43782,79126;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;DZALG;FRILR
3106;402063;193150.0;43774,29167;43774,75694;43774,31382;43774,79514;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3107;402086;193281.0;43788,54167;43788,77778;43788,55479;43788,79543;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;TNLGN;FRILR
3108;402073;193340.0;43794,24653;43794,74306;43794,2673;43794,77407;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRBIA
3109;402069;193260.0;43786,25;43786,75;43786,26748;43786,7722;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3110;402079;193152.0;43774,57986;43774,77778;43774,59716;43774,79596;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;TNLGN;FRILR
3111;402066;193202.0;43780,27083;43780,75;43780,28922;43780,77361;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3112;402090;193374.0;43798,25;43798,77778;43798,25929;43798,79407;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;FRILR
3113;402084;193239.0;43784,24653;43784,77778;43784,26624;43784,78454;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;FRILR
3114;402080;193170.0;43776,25;43776,54514;43776,26418;43776,55785;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;DZALG
3115;402070;193276.0;43788,22917;43788,75;43788,24615;43788,77171;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3116;402067;193216.0;43782,29167;43782,76042;43782,3127;43782,79039;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3117;402077;;43765,1875;43765,4375;;;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;FRILR
3118;402076;193114.0;43770,55903;43770,77778;43770,57294;43770,78958;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;FRILR
3119;402068;193235.0;43784,21528;43784,75347;43784,23267;43784,77317;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3120;402064;193169.0;43776,23611;43776,76042;43776,26042;43776,78056;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3121;402088;193329.0;43792,58333;43792,78125;43792,59831;43792,79503;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;DZALG;FRILR
3122;402085;193262.0;43786,27083;43786,45139;43786,27986;43786,46008;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;TNLGN
3123;402062;193135.0;43772,23611;43772,875;43772,25813;43772,88605;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3124;402082;193199.0;43780,22917;43780,4375;43780,24426;43780,44872;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;FRILR;DZALG
3125;402081;193192.0;43778,57986;43778,78125;43778,59608;43778,78034;9230476.0;FILL;FR;DANIELLE CASANOVA;CORSICALINEA;FRMRS;DZALG;FRILR
3126;402060;193107.0;43770,23958;43770,75;43770,25274;43770,7678;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3127;402071;193301.0;43790,21528;43790,75;43790,23259;43790,77351;9138006.0;FLBX;FR;VIZZAVONA;CORSICALINEA;FRMRS;FRAJA;FRAJA
3128;402050;193194.0;43779,24306;43779,73958;43779,25458;43779,75556;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3129;402052;193221.0;43783,20833;43783,75;43783,21859;43783,75536;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3130;402056;193315.0;43791,20833;43791,75;43791,22708;43791,77824;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3131;402053;193250.0;43785,23958;43785,73611;43785,25086;43785,75109;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3132;402054;193266.0;43787,23958;43787,75;43787,25181;43787,7695;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3133;402048;193156.0;43775,20833;43775,75;43775,22083;43775,77083;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3134;402047;193143.0;43773,25347;43773,77083;43773,26448;43773,79315;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3135;402044;193119.0;43771,24306;43771,73958;43771,25462;43771,75012;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3136;402058;193362.0;43797,21528;43797,75;43797,22801;43797,76181;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3137;402057;193332.0;43793,22917;43793,73611;43793,23958;43793,74682;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3138;402059;193387.0;43799,23958;43799,73958;43799,2511;43799,7498;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3139;402051;193210.0;43781,23958;43781,75;43781,26356;43781,77743;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3140;402055;193287.0;43789,21528;43789,74306;43789,22568;43789,74792;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3141;402049;193180.0;43777,20833;43777,76042;43777,22363;43777,77986;9247510.0;FQDN;FR;PASCAL PAOLI;CORSICALINEA;FRMRS;FRBIA;FRBIA
3142;402024;193358.0;43796,47569;43796,65278;43796,49097;43796,65698;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
3143;402022;;43758,33333;43758,58333;;;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
3144;402023;193230.0;43783,58333;43783,72917;43783,59375;43783,73561;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
3145;402021;193164.0;43775,64583;43775,77083;43775,65;43775,77442;9185396.0;TSMT;TN;CARTHAGE;CORSICALINEA;FRMRS;TNLGN;TNLGN
3146;401987;193076.0;43767,20139;43767,54167;43767,21942;43767,59876;9427964.0;DHDT2;DE;PARANA;MARMEDSA;FRMRS;ESBCN;ITLIV
3147;401972;193247.0;43785,125;43785,54167;43785,14591;43785,55227;9324954.0;CQAT5;PT;WILHELMINE;CMACGM;FRMRS;DZGHZ;ESBCN
3148;401974;193311.0;43790,89583;43791,5;43790,90991;43791,52639;9635664.0;V7ZT7;MH;MARY;CMACGM;FRMRS;ITGOA;ESBCN
3149;401973;193233.0;43784,10417;43784,70833;43784,12911;43784,76465;9635676.0;V7ZT8;MH;ALEXANDRA;CMACGM;FRMRS;ITGOA;ESBCN
3150;401961;193018.0;43762,125;43762,51736;43762,1339;43762,55751;9668506.0;SVBZ1;MT;NEPTUNE THALASSA;MARMEDSA;FRMRS;MTMLA;FRFOS
3151;401936;193172.0;43776,45833;43776,91667;43776,47292;43776,96458;9327578.0;DCTW2;DE;BENEDIKT;CMACGM;FRMRS;ITGOA;ESBCN
3152;401933;193073.0;43766,6875;43767,5625;43766,70373;43767,601;9324954.0;CQAT5;PT;WILHELMINE;CMACGM;FRMRS;ITGOA;ESBCN
3153;401912;;43757,125;43757,83333;;;9143855.0;CNA3598;MA;OUED ZIZ;CMACGM;FRMRS;DZSKI;ESBCN
3154;401891;192951.0;43755,42708;43757,90625;43755,44412;43757,93403;9143879.0;D5RA9;LR;OKEE LILO;CMACGM;FRMRS;DZORN;ESBCN
3155;401824;192915.0;43751,77083;43754,26042;43751,78472;43754,27296;9324954.0;CQAT5;PT;WILHELMINE;CMACGM;FRMRS;DZGHZ;ESBCN
3156;401818;192966.0;43756,54167;43762,4375;43756,54691;43762,45622;9179555.0;VZQO;AG;KARINA;CMACGM;FRMRS;ESBCN;DZALG
3157;401817;193029.0;43763,11458;43764,76042;43763,12899;43764,76203;9354442.0;ZDIW5;GI;DINA TRADER;CMACGM;FRMRS;DZDJE;ESBCN
3158;401819;192955.0;43756,16667;43757,35417;43756,17656;43757,38333;9683491.0;V7DV3;MH;CONTSHIP ZEN;CMACGM;FRMRS;ITGOA;ESBCN
3159;401816;193176.0;43776,79167;43777,77083;43776,80903;43777,80208;9686900.0;V7IL2;MH;ALEXIS;CMACGM;FRMRS;ITGOA;ESBCN
3160;401809;193025.0;43762,41667;43762,95833;43762,4365;43763,01414;9641223.0;V7ZT;MH;KRISTINA;CMACGM;FRMRS;ITGOA;ESBCN
3161;401805;193499.0;43812,40972;43813,56944;43812,42992;43813,59744;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;DZMOS;DZSKI
3162;401804;193391.0;43799,35417;43799,8125;43799,36667;43799,83057;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;DZSKI;ESBCN
3163;401803;193306.0;43790,33333;43791,00694;43790,35083;43791,04514;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;DZMOS;DZSKI
3164;401801;193206.0;43780,8125;43782,3125;43780,82786;43782,34124;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;DZMOS;MACAS
3165;401751;193139.0;43772,28472;43774,1875;43772,30694;43774,20985;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;DZMOS;DZSKI
3166;401748;193285.0;43789,08333;43789,73264;43789,10264;43789,73546;9465370.0;IBNN;IT;GRANDE TOGO;GRIMALDI;FRMRS;FRSET;ITGOA
3167;401730;;43804,16667;43804,54167;;;9436202.0;V2QE9;AG;MIRIAM BORCHARD;MARMEDSA;FRMRS;TRIZM;ESBCN
3168;401733;;43787,10417;43787,77083;;;9465370.0;IBNN;IT;GRANDE TOGO;GRIMALDI;FRMRS;FRSET;ITGOA
3169;401727;193492.0;43811,9375;43814,29167;43811,94793;43814,30999;9354466.0;CQIN7;PT;EMILY BORCHARD;MARMEDSA;FRMRS;TRIZM;ESBCN
3170;401726;193400.0;43801,16667;43801,51042;43801,18403;43801,525;9354466.0;CQIN7;PT;EMILY BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
3171;401729;193361.0;43797,14583;43797,48958;43797,15976;43797,51116;9436202.0;V2QE9;AG;MIRIAM BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
3172;401732;;43820,16667;43820,54167;;;9436202.0;V2QE9;AG;MIRIAM BORCHARD;MARMEDSA;FRMRS;TRIZM;ESBCN
3173;401731;;43809,16667;43809,54167;;;9436202.0;V2QE9;AG;MIRIAM BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
3174;401724;193614.0;43828,41667;43829,79167;43828,43131;43829,78993;9354466.0;CQIN7;PT;EMILY BORCHARD;MARMEDSA;FRMRS;ESBCN;ITGOA
3175;401725;193300.0;43790,20833;43790,875;43790,22112;43790,88196;9354466.0;CQIN7;PT;EMILY BORCHARD;MARMEDSA;FRMRS;TRIZM;ESBCN
3176;401721;193365.0;43797,27083;43797,79167;43797,28472;43797,80314;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNTUN;TNTUN
3177;401720;193327.0;43792,41667;43793,27083;43792,42847;43793,28542;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNTUN;TNTUN
3178;401722;193052.0;43764,27083;43764,98958;43764,28355;43765,01111;8917883.0;C6YU5;BS;AKNOUL;CMACGM;FRMRS;DZMOS;DZSKI
3179;401716;193626.0;43829,91667;43830,54167;43829,93542;43830,59558;9138422.0;IBZB;IT;REPUBBLICA DEL BRASILE;GRIMALDI;FRMRS;ITSAL;MACAS
3180;401713;193434.0;43805,34722;43807;43805,36558;43807,01811;9138410.0;IBZA;IT;REPUBBLICA ARGENTINA;GRIMALDI;FRMRS;FRSET;ITGOA
3181;401715;193512.0;43815,08333;43817,09028;43815,09586;43817,0995;9465382.0;IBOP;IT;GRANDE COSTA D'AVORIO;GRIMALDI;FRMRS;ESVLC;ITGOA
3182;401712;193349.0;43796,125;43796,88542;43796,14931;43796,90161;9343168.0;ICEZ;IT;GRANDE GHANA;GRIMALDI;FRMRS;ESVLC;ITGOA
3183;401709;193094.0;43768,8125;43769,83333;43768,83333;43769,84097;9465382.0;IBOP;IT;GRANDE COSTA D'AVORIO;GRIMALDI;FRMRS;FRSET;ITLIV
3184;401710;193178.0;43776,86458;43777,875;43776,89565;43777,89035;9138422.0;IBZB;IT;REPUBBLICA DEL BRASILE;GRIMALDI;FRMRS;ESVLC;ITGOA
3185;401711;;43756,08333;43756,75;;;9465370.0;IBNN;IT;GRANDE TOGO;GRIMALDI;FRMRS;FRSET;ITGOA
3186;401706;193234.0;43784,20833;43784,54167;43784,22285;43784,56943;9129586.0;MGTT6;GB;MONT VENTOUX;CMACGM;FRMRS;TNTUN;TNTUN
