,CODE,Port,Country,latitude,longitude
23658,USCFP,CLIFTON PARK,UNITED STATES OF AMERICA,,
23659,USCFR,CHADDS FORD,UNITED STATES OF AMERICA,,
23660,USCFT,CLIFTON,UNITED STATES OF AMERICA,,
23661,USCFV,COFFEEVILLE,UNITED STATES OF AMERICA,,
23662,USCFW,CLERMONT,UNITED STATES OF AMERICA,,
23663,USCFX,CLIFTON,UNITED STATES OF AMERICA,,
23664,USCFY,CHEVERLEY,UNITED STATES OF AMERICA,,
23665,USCGC,CORNING,UNITED STATES OF AMERICA,,
23666,USCGD,COLLEGEDALE,UNITED STATES OF AMERICA,,
23667,USCGE,CAMBRIDGE,UNITED STATES OF AMERICA,,
23668,USCGG,COLLEGE GROVE,UNITED STATES OF AMERICA,,
23669,USCGH,CHICAGO HEIGHTS,UNITED STATES OF AMERICA,,
23670,USCGI,CAPE GIRARDEAU,UNITED STATES OF AMERICA,,
23671,USCGK,CATLETTSBURG,UNITED STATES OF AMERICA,,
23672,USCGL,COLLINGDALE,UNITED STATES OF AMERICA,,
23673,USCGM,CROSBY,UNITED STATES OF AMERICA,,
23674,USCGN,CLAIRTON,UNITED STATES OF AMERICA,,
23675,USCGO,CHITTENANGO,UNITED STATES OF AMERICA,,
23676,USCGP,COLLEGE PARK,UNITED STATES OF AMERICA,,
23677,USCGR,CEDAR GROVE,UNITED STATES OF AMERICA,,
23678,USCGT,CARTHAGE,UNITED STATES OF AMERICA,,
23679,USCGV,COLLEGEVILLE,UNITED STATES OF AMERICA,,
23680,USCGY,CARGO CITY,UNITED STATES OF AMERICA,,
23681,USCGZ,CASA GRANDE,UNITED STATES OF AMERICA,,
23682,USCHA,CHATTANOOGA,UNITED STATES OF AMERICA,,
23683,USCHB,CHADBOURN,UNITED STATES OF AMERICA,,
23684,USCHC,CHESHIRE,UNITED STATES OF AMERICA,,
23685,USCHD,CHANDLER,UNITED STATES OF AMERICA,,
23686,USCHE,CHAPEL HILL,UNITED STATES OF AMERICA,,
23687,USCHF,CHALFONT,UNITED STATES OF AMERICA,,
23688,USCHG,CHEBOYGAN,UNITED STATES OF AMERICA,,
23689,USCHH,CHANNAHON,UNITED STATES OF AMERICA,,
23690,USCHI,CHICAGO,UNITED STATES OF AMERICA,41.833333333333336,-87.63333333333334
23691,USCHJ,CHERRYVILLE,UNITED STATES OF AMERICA,,
23692,USCHK,CHICKASHA,UNITED STATES OF AMERICA,,
23693,USCHL,CEDAR HILLS,UNITED STATES OF AMERICA,,
23694,USCHM,CHAMPLAIN,UNITED STATES OF AMERICA,,
23695,USCHN,CHARLESTOWN,UNITED STATES OF AMERICA,,
23696,USCHO,CHARLOTTESVILLE,UNITED STATES OF AMERICA,,
23697,USCHP,CHAMPION,UNITED STATES OF AMERICA,,
23698,USCHQ,CHANHASSEN,UNITED STATES OF AMERICA,,
23699,USCHR,CHUGIAK,UNITED STATES OF AMERICA,,
23700,USCHS,CHARLESTON,UNITED STATES OF AMERICA,32.78333333333333,-79.93333333333334
23701,USCHT,CHESTER,UNITED STATES OF AMERICA,,
23702,USCHU,CHARLESTON,UNITED STATES OF AMERICA,,
23703,USCHV,CHERRY VALLEY,UNITED STATES OF AMERICA,,
23704,USCHW,CHESWOLD,UNITED STATES OF AMERICA,,
23705,USCHY,CASTLE HAYNE,UNITED STATES OF AMERICA,,
23706,USCHZ,CHANDLER,UNITED STATES OF AMERICA,,
23707,USCIA,CENTERVILLE,UNITED STATES OF AMERICA,,
23708,USCIC,CHICO,UNITED STATES OF AMERICA,,
23709,USCID,CEDAR RAPIDS,UNITED STATES OF AMERICA,,
23710,USCIF,CHATHAM,UNITED STATES OF AMERICA,,
23711,USCIG,CANTON,UNITED STATES OF AMERICA,,
23712,USCIH,CHAPEL HILL,UNITED STATES OF AMERICA,,
23713,USCII,CHILI,UNITED STATES OF AMERICA,,
23714,USCIL,CHERRY HILL,UNITED STATES OF AMERICA,,
23715,USCIM,CAMPTI,UNITED STATES OF AMERICA,,
23716,USCIN,CARROLL,UNITED STATES OF AMERICA,,
23717,USCIO,CHINO VALLEY,UNITED STATES OF AMERICA,,
23718,USCIP,CENTRAL ISLIP,UNITED STATES OF AMERICA,,
23719,USCIQ,CHARITON,UNITED STATES OF AMERICA,,
23720,USCIR,CIRCLEVILLE,UNITED STATES OF AMERICA,,
23721,USCIS,CISCO,UNITED STATES OF AMERICA,,
23722,USCIT,CITRONELLE,UNITED STATES OF AMERICA,,
23723,USCIV,COLLIERVILLE,UNITED STATES OF AMERICA,,
23724,USCIX,CLINTON,UNITED STATES OF AMERICA,,
23725,USCIY,CHILLICOTHE,UNITED STATES OF AMERICA,,
23726,USCIZ,CLEARING,UNITED STATES OF AMERICA,,
23727,USCJH,CANAJOHARIE,UNITED STATES OF AMERICA,,
23728,USCJJ,CEDAR KNOLLS,UNITED STATES OF AMERICA,,
23729,USCJN,EL CAJON,UNITED STATES OF AMERICA,,
23730,USCKA,CRESSONA,UNITED STATES OF AMERICA,,
23731,USCKB,CLARKSBURG,UNITED STATES OF AMERICA,,
23732,USCKC,CLINTON,UNITED STATES OF AMERICA,,
23733,USCKE,CHEROKEE,UNITED STATES OF AMERICA,,
23734,USCKF,CHEROKEE FALLS,UNITED STATES OF AMERICA,,
23735,USCKH,CHERITON,UNITED STATES OF AMERICA,,
23736,USCKI,CATALINA IS,UNITED STATES OF AMERICA,,
23737,USCKJ,CLARKSBORO,UNITED STATES OF AMERICA,,
23738,USCKL,CLARKSTON,UNITED STATES OF AMERICA,,
23739,USCKM,CLARKSDALE,UNITED STATES OF AMERICA,,
23740,USCKN,COLEBROOK,UNITED STATES OF AMERICA,,
23741,USCKP,COLUMBIA,UNITED STATES OF AMERICA,,
23742,USCKR,CLARKTON,UNITED STATES OF AMERICA,,
23743,USCKS,CLARKSTON,UNITED STATES OF AMERICA,,
23744,USCKT,CHEEKTOWAGA,UNITED STATES OF AMERICA,,
23745,USCKU,CLARKS SUMMIT,UNITED STATES OF AMERICA,,
23746,USCKV,CLARKSVILLE,UNITED STATES OF AMERICA,,
23747,USCKW,CHOCTAW,UNITED STATES OF AMERICA,,
23748,USCKY,CLAYTON,UNITED STATES OF AMERICA,,
23749,USCKZ,COOKVILLE,UNITED STATES OF AMERICA,,
23750,USCLA,CLAYMONT,UNITED STATES OF AMERICA,,
23751,USCLB,CLINTON,UNITED STATES OF AMERICA,,
23752,USCLC,CLEARLAKE,UNITED STATES OF AMERICA,,
23753,USCLD,CARLSBAD,UNITED STATES OF AMERICA,,
23754,USCLE,CLEVELAND,UNITED STATES OF AMERICA,41.516666666666666,-81.71666666666667
23755,USCLF,CLIFFWOOD,UNITED STATES OF AMERICA,,
23756,USCLG,CLAM GULCH,UNITED STATES OF AMERICA,,
23757,USCLH,CALUMET,UNITED STATES OF AMERICA,,
23758,USCLI,CLARKSVILLE,UNITED STATES OF AMERICA,,
23759,USCLJ,CAMP LEJEUNE,UNITED STATES OF AMERICA,,
23760,USCLK,CLAVERACK,UNITED STATES OF AMERICA,,
23761,USCLL,CARROLLTON,UNITED STATES OF AMERICA,,
23762,USCLM,PORT ANGELES,UNITED STATES OF AMERICA,,
23763,USCLN,CLINTON,UNITED STATES OF AMERICA,,
23764,USCLO,CLERMONT,UNITED STATES OF AMERICA,,
23765,USCLP,CALUMET PARK,UNITED STATES OF AMERICA,,
23766,USCLQ,CHALMETTE,UNITED STATES OF AMERICA,,
23767,USCLR,CHARLESTON,UNITED STATES OF AMERICA,,
23768,USCLS,CHEHALIS,UNITED STATES OF AMERICA,,
23769,USCLT,CHARLOTTE,UNITED STATES OF AMERICA,,
23770,USCLU,COLUMBUS,UNITED STATES OF AMERICA,,
23771,USCLV,CLARKSVILLE,UNITED STATES OF AMERICA,,
23772,USCLW,CLEARWATER,UNITED STATES OF AMERICA,,
23773,USCLX,CLARKSBURG,UNITED STATES OF AMERICA,,
23774,USCLY,CLAYTON,UNITED STATES OF AMERICA,,
23775,USCLZ,CLEMENTS,UNITED STATES OF AMERICA,,
23776,USCMA,COLEMAN,UNITED STATES OF AMERICA,,
23777,USCMB,CAMBRIDGE,UNITED STATES OF AMERICA,,
23778,USCMC,COMANCHE,UNITED STATES OF AMERICA,,
23779,USCMD,CHELMSFORD,UNITED STATES OF AMERICA,,
23780,USCME,CLAYTON,UNITED STATES OF AMERICA,,
23781,USCMF,COMMACK,UNITED STATES OF AMERICA,,
23782,USCMG,CUMMING,UNITED STATES OF AMERICA,,
23783,USCMH,COLUMBUS,UNITED STATES OF AMERICA,,
23784,USCMI,CHAMPAIGN,UNITED STATES OF AMERICA,,
23785,USCMJ,COMANCHE,UNITED STATES OF AMERICA,,
23786,USCMK,COLOMA,UNITED STATES OF AMERICA,,
23787,USCML,CAMILLA,UNITED STATES OF AMERICA,,
23788,USCMM,CHAMBLEE,UNITED STATES OF AMERICA,,
23789,USCMN,CAMINO,UNITED STATES OF AMERICA,,
23790,USCMO,CLEMMONS,UNITED STATES OF AMERICA,,
23791,USCMP,CAMPBELLSVILLE,UNITED STATES OF AMERICA,,
23792,USCMR,CAMARILLO,UNITED STATES OF AMERICA,,
23793,USCMS,CAMAS,UNITED STATES OF AMERICA,,
23794,USCMT,COMMERCE CITY,UNITED STATES OF AMERICA,,
23795,USCMV,CARMEL VALLEY,UNITED STATES OF AMERICA,,
23796,USCMW,CAMANO IS.,UNITED STATES OF AMERICA,,
23797,USCMY,SPARTA,UNITED STATES OF AMERICA,,
23798,USCMZ,CARMEL,UNITED STATES OF AMERICA,,
23799,USCNA,COLLINS,UNITED STATES OF AMERICA,,
23800,USCNB,CLINTON,UNITED STATES OF AMERICA,,
23801,USCNC,CLINTON,UNITED STATES OF AMERICA,,
23802,USCND,CANANDAIGUA,UNITED STATES OF AMERICA,,
23803,USCNE,CHESNEE,UNITED STATES OF AMERICA,,
23804,USCNF,CANFIELD,UNITED STATES OF AMERICA,,
23805,USCNG,CLINTON,UNITED STATES OF AMERICA,,
23806,USCNH,CLAREMONT,UNITED STATES OF AMERICA,,
23807,USCNI,CHILTON,UNITED STATES OF AMERICA,,
23808,USCNJ,COLONIAL HEIGHTS,UNITED STATES OF AMERICA,,
23809,USCNK,CONOVER,UNITED STATES OF AMERICA,,
23810,USCNL,CARLETON,UNITED STATES OF AMERICA,,
23811,USCNN,CANONSBURG,UNITED STATES OF AMERICA,,
23812,USCNO,CHINO,UNITED STATES OF AMERICA,,
23813,USCNP,CANTON,UNITED STATES OF AMERICA,,
23814,USCNQ,CANTON,UNITED STATES OF AMERICA,,
23815,USCNR,CANDOR,UNITED STATES OF AMERICA,,
23816,USCNS,CANASTOTA,UNITED STATES OF AMERICA,,
23817,USCNT,CANTON,UNITED STATES OF AMERICA,,
23818,USCNU,CHANUTE,UNITED STATES OF AMERICA,,
23819,USCNV,CONVENT,UNITED STATES OF AMERICA,,
23820,USCNW,CANTWELL,UNITED STATES OF AMERICA,,
23821,USCNY,CONLEY,UNITED STATES OF AMERICA,,
23822,USCNZ,CANTON,UNITED STATES OF AMERICA,,
23823,USCOA,CHARTER OAK,UNITED STATES OF AMERICA,,
23824,USCOB,COOS BAY,UNITED STATES OF AMERICA,,
23825,USCOC,COACHELLA,UNITED STATES OF AMERICA,,
23826,USCOD,CODY,UNITED STATES OF AMERICA,,
23827,USCOE,COEUR D'ALENE,UNITED STATES OF AMERICA,,
23828,USCOF,COLFAX,UNITED STATES OF AMERICA,,
23829,USCOG,COLUMBIANA,UNITED STATES OF AMERICA,,
23830,USCOH,CASTLETON ON HUDSON,UNITED STATES OF AMERICA,,
23831,USCOI,COCOA,UNITED STATES OF AMERICA,,
23832,USCOJ,COPINTH,UNITED STATES OF AMERICA,,
23833,USCOK,COKATO,UNITED STATES OF AMERICA,,
23834,USCOL,COLBERT,UNITED STATES OF AMERICA,,
23835,USCOM,COLMA,UNITED STATES OF AMERICA,,
23836,USCON,CONCORD,UNITED STATES OF AMERICA,,
23837,USCOO,COHOES,UNITED STATES OF AMERICA,,
23838,USCOP,COLLEGE POINT,UNITED STATES OF AMERICA,,
23839,USCOQ,COLQUITT,UNITED STATES OF AMERICA,,
23840,USCOR,COLORA,UNITED STATES OF AMERICA,,
23841,USCOS,COLORADO SPRINGS,UNITED STATES OF AMERICA,,
23842,USCOT,CLAREMONT,UNITED STATES OF AMERICA,,
23843,USCOU,COLUMBIA,UNITED STATES OF AMERICA,,
23844,USCOW,COLDWATER,UNITED STATES OF AMERICA,,
23845,USCOX,COLMAR,UNITED STATES OF AMERICA,,
23846,USCOY,COAL CITY,UNITED STATES OF AMERICA,,
23847,USCOZ,COLUMBIA,UNITED STATES OF AMERICA,,
23848,USCPA,CANOGA PARK,UNITED STATES OF AMERICA,,
23849,USCPB,CAMPBELL,UNITED STATES OF AMERICA,,
23850,USCPC,CARLE PLACE,UNITED STATES OF AMERICA,,
23851,USCPD,CRANBERRY LAKE,UNITED STATES OF AMERICA,,
23852,USCPE,CAMPBELL,UNITED STATES OF AMERICA,,
23853,USCPF,CHIPPEWA FALLS,UNITED STATES OF AMERICA,,
23854,USCPG,COLLEGE PARK,UNITED STATES OF AMERICA,,
23855,USCPH,CAPE HATTERAS,UNITED STATES OF AMERICA,,
23856,USCPI,COPPERHILL,UNITED STATES OF AMERICA,,
23857,USCPJ,CORAL SPRINGS,UNITED STATES OF AMERICA,,
23858,USCPK,CEDAR PARK,UNITED STATES OF AMERICA,,
23859,USCPL,CAMPBELL,UNITED STATES OF AMERICA,,
23860,USCPM,COMPTON,UNITED STATES OF AMERICA,,
23861,USCPO,CHERRY POINT,UNITED STATES OF AMERICA,,
23862,USCPP,CORAOPOLIS,UNITED STATES OF AMERICA,,
23863,USCPQ,COWPENS,UNITED STATES OF AMERICA,,
23864,USCPR,CASPER,UNITED STATES OF AMERICA,,
23865,USCPS,COSMOPOLIS,UNITED STATES OF AMERICA,,
23866,USCPT,CARPINTERIA,UNITED STATES OF AMERICA,,
23867,USCPU,COOPERSBURG,UNITED STATES OF AMERICA,,
23868,USCPV,CAPE CANAVERAL,UNITED STATES OF AMERICA,,
23869,USCPX,CHAMPLAIN-ROUSES PT.,UNITED STATES OF AMERICA,,
23870,USCPY,COPLEY,UNITED STATES OF AMERICA,,
23871,USCPZ,CAPISTRANO BEACH,UNITED STATES OF AMERICA,,
23872,USCQB,COLUMBUS JUNCTION,UNITED STATES OF AMERICA,,
23873,USCQC,COLUSA,UNITED STATES OF AMERICA,,
23874,USCQD,CARBONDALE,UNITED STATES OF AMERICA,,
23875,USCQE,CRANBURY,UNITED STATES OF AMERICA,,
23876,USCQF,CANTONMENT,UNITED STATES OF AMERICA,,
23877,USCQG,CRANFORD,UNITED STATES OF AMERICA,,
23878,USCQH,CRANSTON,UNITED STATES OF AMERICA,,
23879,USCQI,CARLISLE,UNITED STATES OF AMERICA,,
23880,USCQJ,CLINTON TOWNSHIP,UNITED STATES OF AMERICA,,
23881,USCQK,CREIGHTON,UNITED STATES OF AMERICA,,
23882,USCQL,COLUMBIA,UNITED STATES OF AMERICA,,
23883,USCQM,CLOQUET,UNITED STATES OF AMERICA,,
23884,USCQN,CRESCENT,UNITED STATES OF AMERICA,,
23885,USCQP,CONNELLSVILLE,UNITED STATES OF AMERICA,,
23886,USCQT,CLINTON,UNITED STATES OF AMERICA,,
23887,USCQU,CLEARFIELD,UNITED STATES OF AMERICA,,
23888,USCQV,CLEVELAND,UNITED STATES OF AMERICA,,
23889,USCQW,CHOCOWINITY,UNITED STATES OF AMERICA,,
23890,USCQX,CLACKAMAS,UNITED STATES OF AMERICA,,
23891,USCQY,CLAYTON,UNITED STATES OF AMERICA,,
23892,USCQZ,CHESTER,UNITED STATES OF AMERICA,,
23893,USCRA,CENTRALIA,UNITED STATES OF AMERICA,,
23894,USCRB,CARRABELLE,UNITED STATES OF AMERICA,,
23895,USCRC,COMMERCE,UNITED STATES OF AMERICA,,
23896,USCRD,CEDAR FALLS,UNITED STATES OF AMERICA,,
23897,USCRE,CARNEGIE,UNITED STATES OF AMERICA,,
23898,USCRG,CHICAGO RIDGE,UNITED STATES OF AMERICA,,
23899,USCRH,CHURCH HILL,UNITED STATES OF AMERICA,,
23900,USCRI,CRISFIELD,UNITED STATES OF AMERICA,,
23901,USCRJ,CARMAN,UNITED STATES OF AMERICA,,
23902,USCRK,CARROLLTON,UNITED STATES OF AMERICA,,
23903,USCRL,CARLISLE,UNITED STATES OF AMERICA,,
23904,USCRM,CROCKETT,UNITED STATES OF AMERICA,,
23905,USCRN,COON RAPIDS,UNITED STATES OF AMERICA,,
23906,USCRO,CORCORAN,UNITED STATES OF AMERICA,,
23907,USCRP,CORPUS CHRISTI,UNITED STATES OF AMERICA,27.8,-97.38333333333334
23908,USCRQ,CHARLOTTE,UNITED STATES OF AMERICA,,
23909,USCRR,CARROLLTON,UNITED STATES OF AMERICA,,
23910,USCRS,CORSICANA,UNITED STATES OF AMERICA,,
23911,USCRT,CROSSETT,UNITED STATES OF AMERICA,,
23912,USCRU,CARSON,UNITED STATES OF AMERICA,,
23913,USCRV,CARPENTERSVILLE,UNITED STATES OF AMERICA,,
23914,USCRW,CHARLESTON,UNITED STATES OF AMERICA,,
23915,USCRX,CORINTH,UNITED STATES OF AMERICA,,
23916,USCRY,CAREYWOOD,UNITED STATES OF AMERICA,,
23917,USCRZ,CERES,UNITED STATES OF AMERICA,,
23918,USCSA,CAPE SABINE,UNITED STATES OF AMERICA,,
23919,USCSB,CHEBANSE,UNITED STATES OF AMERICA,,
23920,USCSC,COSHOCTON,UNITED STATES OF AMERICA,,
23921,USCSD,CLIFFSIDE PARK,UNITED STATES OF AMERICA,,
23922,USCSE,CHELSEA,UNITED STATES OF AMERICA,,
23923,USCSF,CARTERET,UNITED STATES OF AMERICA,,
23924,USCSG,COLUMBUS,UNITED STATES OF AMERICA,,
23925,USCSH,CONSHOHOCKEN,UNITED STATES OF AMERICA,,
23926,USCSI,CHESTER,UNITED STATES OF AMERICA,,
23927,USCSL,SAN LUIS OBISPO,UNITED STATES OF AMERICA,,
23928,USCSM,CLINTON,UNITED STATES OF AMERICA,,
23929,USCSN,CARSON CITY,UNITED STATES OF AMERICA,,
23930,USCSO,CASNOVIA,UNITED STATES OF AMERICA,,
23931,USCSP,CASPIAN,UNITED STATES OF AMERICA,,
23932,USCSQ,CRESTON,UNITED STATES OF AMERICA,,
23933,USCSR,CHESTER,UNITED STATES OF AMERICA,,
23934,USCSS,CLIFTON SPRINGS,UNITED STATES OF AMERICA,,
23935,USCST,CHARLESTON,UNITED STATES OF AMERICA,,
23936,USCSU,CARSONVILLE,UNITED STATES OF AMERICA,,
23937,USCSV,CROSSVILLE,UNITED STATES OF AMERICA,,
23938,USCSW,CHICKAMAUGA,UNITED STATES OF AMERICA,,
23939,USCSX,CHARLEVOIX,UNITED STATES OF AMERICA,,
23940,USCSZ,CHESTER,UNITED STATES OF AMERICA,,
23941,USCTB,CATAWBA,UNITED STATES OF AMERICA,,
23942,USCTC,CHARLESTON,UNITED STATES OF AMERICA,,
23943,USCTE,CHATTAHOOCHEE,UNITED STATES OF AMERICA,,
23944,USCTF,CRETE,UNITED STATES OF AMERICA,,
23945,USCTG,CRESCO,UNITED STATES OF AMERICA,,
23946,USCTH,COATESVILLE,UNITED STATES OF AMERICA,,
23947,USCTI,CONTOOCOOK,UNITED STATES OF AMERICA,,
23948,USCTJ,CANTON,UNITED STATES OF AMERICA,,
23949,USCTK,CANTON,UNITED STATES OF AMERICA,,
23950,USCTL,CENTRAL,UNITED STATES OF AMERICA,,
23951,USCTM,COTTONDALE,UNITED STATES OF AMERICA,,
23952,USCTN,COLTS NECK,UNITED STATES OF AMERICA,,
23953,USCTO,CHARLES TOWN,UNITED STATES OF AMERICA,,
23954,USCTP,CAMPTON,UNITED STATES OF AMERICA,,
23955,USCTR,CARTER LAKE,UNITED STATES OF AMERICA,,
23956,USCTT,CENTERPORT,UNITED STATES OF AMERICA,,
23957,USCTU,CITRUS HEIGHTS,UNITED STATES OF AMERICA,,
23958,USCTV,CASTROVILLE,UNITED STATES OF AMERICA,,
23959,USCTW,CATAWBA,UNITED STATES OF AMERICA,,
23960,USCTX,CORTLAND,UNITED STATES OF AMERICA,,
23961,USCTY,CHATEAUGAY,UNITED STATES OF AMERICA,,
23962,USCTZ,CLINTON,UNITED STATES OF AMERICA,,
23963,USCUA,CUCAMONGA,UNITED STATES OF AMERICA,,
23964,USCUC,COUNCE,UNITED STATES OF AMERICA,,
23965,USCUD,CUDAHY,UNITED STATES OF AMERICA,,
23966,USCUE,CUMBERLAND,UNITED STATES OF AMERICA,,
23967,USCUF,CUT AND SHOOT,UNITED STATES OF AMERICA,,
23968,USCUG,CUTLER,UNITED STATES OF AMERICA,,
23969,USCUH,CUYAHOGA FALLS,UNITED STATES OF AMERICA,,
23970,USCUI,CURWENSVILLE,UNITED STATES OF AMERICA,,
23971,USCUL,CULLMAN,UNITED STATES OF AMERICA,,
23972,USCUO,CUPERTINO,UNITED STATES OF AMERICA,,
23973,USCUR,COBURG,UNITED STATES OF AMERICA,,
23974,USCUS,COLUMBUS,UNITED STATES OF AMERICA,,
23975,USCUT,CHESTNUT,UNITED STATES OF AMERICA,,
23976,USCUV,CHULA VISTA,UNITED STATES OF AMERICA,,
23977,USCUW,CHANNELVIEW,UNITED STATES OF AMERICA,,
23978,USCUY,CUDAHY,UNITED STATES OF AMERICA,,
23979,USCVA,CASTRO VALLEY,UNITED STATES OF AMERICA,,
23980,USCVB,CORALVILLE,UNITED STATES OF AMERICA,,
23981,USCVC,COMSTOCK,UNITED STATES OF AMERICA,,
23982,USCVD,CLEVELAND,UNITED STATES OF AMERICA,,
23983,USCVE,CENTERVILLE,UNITED STATES OF AMERICA,,
23984,USCVF,COVINGTON,UNITED STATES OF AMERICA,,
23985,USCVG,CINCINNATI,UNITED STATES OF AMERICA,,
23986,USCVH,CROTHERSVILLE,UNITED STATES OF AMERICA,,
23987,USCVI,CAPE VINCENT,UNITED STATES OF AMERICA,,
23988,USCVJ,COVINGTON,UNITED STATES OF AMERICA,,
23989,USCVK,COVINGTON,UNITED STATES OF AMERICA,,
23990,USCVL,CANAVERAL,UNITED STATES OF AMERICA,,
23991,USCVM,CATONSVILLE,UNITED STATES OF AMERICA,,
23992,USCVN,CLOVIS,UNITED STATES OF AMERICA,,
23993,USCVO,CORVALLIS-ALBANY,UNITED STATES OF AMERICA,,
23994,USCVP,CLOVERPORT,UNITED STATES OF AMERICA,,
23995,USCVQ,COVINA,UNITED STATES OF AMERICA,,
23996,USCVR,CULVER CITY,UNITED STATES OF AMERICA,,
23997,USCVS,CLOVIS,UNITED STATES OF AMERICA,,
23998,USCVT,CLEVELAND,UNITED STATES OF AMERICA,,
23999,USCVV,CLOVERDALE,UNITED STATES OF AMERICA,,
24000,USCVW,CLEVELAND,UNITED STATES OF AMERICA,,
24001,USCVX,CAVENDISH,UNITED STATES OF AMERICA,,
24002,USCVY,CLARKSVILLE,UNITED STATES OF AMERICA,,
24003,USCVZ,CENTERVILLE,UNITED STATES OF AMERICA,,
24004,USCWA,COLDWATER,UNITED STATES OF AMERICA,,
24005,USCWB,CRESTWOOD,UNITED STATES OF AMERICA,,
24006,USCWD,COLLINGSWOOD,UNITED STATES OF AMERICA,,
24007,USCWE,CHILHOWIE,UNITED STATES OF AMERICA,,
24008,USCWG,CROYDON,UNITED STATES OF AMERICA,,
24009,USCWH,CHATSWORTH,UNITED STATES OF AMERICA,,
24010,USCWI,CLINTON,UNITED STATES OF AMERICA,,
24011,USCWJ,CAVE JUNCTION,UNITED STATES OF AMERICA,,
24012,USCWK,CHESWICK,UNITED STATES OF AMERICA,,
24013,USCWL,CROWLEY,UNITED STATES OF AMERICA,,
24014,USCWM,CHATHAM,UNITED STATES OF AMERICA,,
24015,USCWN,CHESTERTOWN,UNITED STATES OF AMERICA,,
24016,USCWO,COLWICH,UNITED STATES OF AMERICA,,
24017,USCWR,CLEARWATER,UNITED STATES OF AMERICA,,
24018,USCXA,CROSWELL,UNITED STATES OF AMERICA,,
24019,USCXB,CARVER,UNITED STATES OF AMERICA,,
24020,USCXC,CROZET,UNITED STATES OF AMERICA,,
24021,USCXD,CREVE COEUR,UNITED STATES OF AMERICA,,
24022,USCXE,CLARITA,UNITED STATES OF AMERICA,,
24023,USCXF,CROSBY,UNITED STATES OF AMERICA,,
24024,USCXG,CROSS JUNCTION,UNITED STATES OF AMERICA,,
24025,USCXH,CROSS PLAINS,UNITED STATES OF AMERICA,,
24026,USCXI,CLEAR,UNITED STATES OF AMERICA,,
24027,USCXL,CALEXICO,UNITED STATES OF AMERICA,,
24028,USCXM,CAMERON,UNITED STATES OF AMERICA,,
24029,USCXN,CLERMONT,UNITED STATES OF AMERICA,,
24030,USCXO,CONROE,UNITED STATES OF AMERICA,,
24031,USCXP,COLORADO CITY,UNITED STATES OF AMERICA,,
24032,USCXT,CLAXTON,UNITED STATES OF AMERICA,,
24033,USCXW,CENTERVILLE,UNITED STATES OF AMERICA,,
24034,USCXY,CROSBYTON,UNITED STATES OF AMERICA,,
24035,USCYA,CLYDE,UNITED STATES OF AMERICA,,
24036,USCYB,CLYDE,UNITED STATES OF AMERICA,,
24037,USCYC,CAYCE,UNITED STATES OF AMERICA,,
24038,USCYD,CECILTON,UNITED STATES OF AMERICA,,
24039,USCYE,CLYATTVILLE,UNITED STATES OF AMERICA,,
24040,USCYF,CRYSTAL LAKE,UNITED STATES OF AMERICA,,
24041,USCYG,CAYUGA,UNITED STATES OF AMERICA,,
24042,USCYH,CRYSTAL SPRINGS,UNITED STATES OF AMERICA,,
24043,USCYI,CAPERS ISLAND,UNITED STATES OF AMERICA,,
24044,USCYJ,CRESSKILL,UNITED STATES OF AMERICA,,
24045,USCYK,CLAY CENTER,UNITED STATES OF AMERICA,,
24046,USCYL,CHANTILLY,UNITED STATES OF AMERICA,,
24047,USCYM,COMYN,UNITED STATES OF AMERICA,,
24048,USCYN,CLAYTON,UNITED STATES OF AMERICA,,
24049,USCYO,CROTON,UNITED STATES OF AMERICA,,
24050,USCYQ,CYPRESS,UNITED STATES OF AMERICA,,
24051,USCYR,CONYERS,UNITED STATES OF AMERICA,,
24052,USCYS,CHEYENNE,UNITED STATES OF AMERICA,,
24053,USCYT,CLAYTON,UNITED STATES OF AMERICA,,
24054,USCYU,CAYUTA,UNITED STATES OF AMERICA,,
24055,USCYV,CORDOVA,UNITED STATES OF AMERICA,,
24056,USCYX,CYPRESS,UNITED STATES OF AMERICA,,
24057,USCYY,CRYSTAL CITY,UNITED STATES OF AMERICA,,
24058,USCYZ,CHESTER,UNITED STATES OF AMERICA,,
24059,USCZA,CORNELIA,UNITED STATES OF AMERICA,,
24060,USCZB,CORYDON,UNITED STATES OF AMERICA,,
24061,USCZC,CORNING,UNITED STATES OF AMERICA,,
24062,USCZD,CORNWELLS HEIGHTS,UNITED STATES OF AMERICA,,
24063,USCZE,CORONA,UNITED STATES OF AMERICA,,
24064,USCZG,CORLENIUS,UNITED STATES OF AMERICA,,
24065,USCZH,CORNELIUS PASS,UNITED STATES OF AMERICA,,
24066,USCZJ,CORSICA,UNITED STATES OF AMERICA,,
24067,USCZL,CORTE MADERA,UNITED STATES OF AMERICA,,
24068,USCZN,COSTA MESA,UNITED STATES OF AMERICA,,
24069,USCZO,COTTONWOOD,UNITED STATES OF AMERICA,,
24070,USCZP,COTTONWOOD,UNITED STATES OF AMERICA,,
24071,USCZQ,COUDERSPORT,UNITED STATES OF AMERICA,,
24072,USCZT,CARTHAGE,UNITED STATES OF AMERICA,,
24073,USDAA,DARDANELLE,UNITED STATES OF AMERICA,,
24074,USDAB,DAYTONA BEACH,UNITED STATES OF AMERICA,,
24075,USDAC,DALLAS,UNITED STATES OF AMERICA,,
