,CODE,Port,Country,latitude,longitude
490,AUCDA,COOINDA,AUSTRALIA,,
491,AUCDQ,CROYDON,AUSTRALIA,,
492,AUCDU,CAMDEN,AUSTRALIA,,
493,AUCED,CEDUNA,AUSTRALIA,,
494,AUCES,CESSNOCK,AUSTRALIA,,
495,AUCFH,CLIFTON HILLS,AUSTRALIA,,
496,AUCFI,CAMFIELD,AUSTRALIA,,
497,AUCFL,CAMPBELLFIELD,AUSTRALIA,,
498,AUCFP,CARPENTARIA DOWNS,AUSTRALIA,,
499,AUCFS,COFFS HARBOUR,AUSTRALIA,,
500,AUCGV,CAIGUNA,AUSTRALIA,,
501,AUCHA,CHATSWOOD,AUSTRALIA,,
502,AUCHB,CATHERINE HILL BAY,AUSTRALIA,,
503,AUCHV,CHALLIS VENTURE (OIL,AUSTRALIA,,
504,AUCIE,COLLIE,AUSTRALIA,,
505,AUCKI,CROKER ISLAND,AUSTRALIA,,
506,AUCLH,COOLAH,AUSTRALIA,,
507,AUCLL,COLLAN ISLANDS,AUSTRALIA,,
508,AUCLN,CAPE LEEUWIN,AUSTRALIA,,
509,AUCLR,CLARENCE RIVER,AUSTRALIA,,
510,AUCLT,CAPE LAMBERT,AUSTRALIA,,
511,AUCMA,CUNNAMULLA,AUSTRALIA,,
512,AUCMD,COOTAMUNDRA,AUSTRALIA,,
513,AUCML,CAMOOWEAL,AUSTRALIA,,
514,AUCMQ,CLERMONT,AUSTRALIA,,
515,AUCNB,COONAMBLE,AUSTRALIA,,
516,AUCNC,COCONUT ISLAND,AUSTRALIA,,
517,AUCNJ,CLONCURRY,AUSTRALIA,,
518,AUCNS,CAIRNS,AUSTRALIA,-16.933333333333334,145.78333333333333
519,AUCOB,COOLIBAH / CORIO BAY,AUSTRALIA,,
520,AUCOJ,COONABARABRAN,AUSTRALIA,,
521,AUCOM,COOMA,AUSTRALIA,,
522,AUCOP,COSSACK PIONEER (OIL,AUSTRALIA,,
523,AUCOY,COOLAWANYAH,AUSTRALIA,,
524,AUCPD,COOBER PEDY,AUSTRALIA,,
525,AUCPN,CAPE PRESTON,AUSTRALIA,,
526,AUCPS,COOPERS PLAINS,AUSTRALIA,,
527,AUCQP,CAPE FLATTERY,AUSTRALIA,,
528,AUCRB,COLLARENEBRI,AUSTRALIA,,
529,AUCRH,CHERRIBAH,AUSTRALIA,,
530,AUCRJ,COORABIE,AUSTRALIA,,
531,AUCRY,CARLTON HILL,AUSTRALIA,,
532,AUCSD,CRESSWELL DOWNS,AUSTRALIA,,
533,AUCSI,CASINO,AUSTRALIA,,
534,AUCTL,CHARLEVILLE,AUSTRALIA,,
535,AUCTN,COOKTOWN,AUSTRALIA,,
536,AUCTR,CATTLE CREEK,AUSTRALIA,,
537,AUCUD,CALOUNDRA,AUSTRALIA,,
538,AUCUG,CUDAL,AUSTRALIA,,
539,AUCUQ,COEN,AUSTRALIA,,
540,AUCUY,CUE,AUSTRALIA,,
541,AUCVC,CLEVE,AUSTRALIA,,
542,AUCVQ,CARNARVON,AUSTRALIA,,
543,AUCWR,COWARIE,AUSTRALIA,,
544,AUCWT,COWRA,AUSTRALIA,,
545,AUCWW,COROWA,AUSTRALIA,,
546,AUCXQ,CHRISTMAS CREEK,AUSTRALIA,,
547,AUCXT,CHARTERS TOWERS,AUSTRALIA,,
548,AUCYG,CORRYONG,AUSTRALIA,,
549,AUCZY,CLUNY,AUSTRALIA,,
550,AUDAA,DARRA,AUSTRALIA,,
551,AUDAJ,DAUAN ISLAND,AUSTRALIA,,
552,AUDAM,DAMPIER,AUSTRALIA,,
553,AUDBO,DUBBO,AUSTRALIA,,
554,AUDBY,DALBY,AUSTRALIA,,
555,AUDDI,DAYDREAM IS,AUSTRALIA,,
556,AUDDN,DELTA DOWNS,AUSTRALIA,,
557,AUDFP,DRUMDUFF,AUSTRALIA,,
558,AUDGE,MUDGEE,AUSTRALIA,,
559,AUDHD,DURHAM DOWNS,AUSTRALIA,,
560,AUDKI,DUNK ISLAND,AUSTRALIA,,
561,AUDKV,DOCKER RIVER,AUSTRALIA,,
562,AUDLK,DULKANINNA,AUSTRALIA,,
563,AUDLV,DELISSAVILLE,AUSTRALIA,,
564,AUDMD,DOOMADGEE,AUSTRALIA,,
565,AUDNB,DUNBAR,AUSTRALIA,,
566,AUDND,DANDENONG,AUSTRALIA,,
567,AUDNM,DENHAM,AUSTRALIA,,
568,AUDNQ,DENILIQUIN,AUSTRALIA,,
569,AUDOX,DONGARA,AUSTRALIA,,
570,AUDPO,DEVONPORT,AUSTRALIA,-41.18333333333333,146.36666666666667
571,AUDRB,DERBY,AUSTRALIA,,
572,AUDRD,DORUNDA STATION,AUSTRALIA,,
573,AUDRN,DIRRANBANDI,AUSTRALIA,,
574,AUDRR,DURRIE,AUSTRALIA,,
575,AUDRW,DARWIN,AUSTRALIA,-12.466666666666667,130.83333333333334
576,AUDVP,DAVENPORT DOWNS,AUSTRALIA,,
577,AUDVR,DALY RIVER,AUSTRALIA,,
578,AUDXD,DIXIE,AUSTRALIA,,
579,AUDYA,DYSART,AUSTRALIA,,
580,AUDYM,DIAMANTINA LAKES,AUSTRALIA,,
581,AUDYW,DALY WATERS,AUSTRALIA,,
582,AUEBH,EDINBURGH,AUSTRALIA,,
583,AUECH,ECHUCA,AUSTRALIA,,
584,AUEDB,EDITHBURGH,AUSTRALIA,,
585,AUEDD,ERLDUNDA,AUSTRALIA,,
586,AUEDR,EDWARD RIVER,AUSTRALIA,,
587,AUEIH,EINASLEIGH,AUSTRALIA,,
588,AUEKD,ELKEDRA,AUSTRALIA,,
589,AUELC,ELCHO ISLAND,AUSTRALIA,,
590,AUELE,ELECTRONA,AUSTRALIA,,
591,AUEMD,EMERALD,AUSTRALIA,,
592,AUENB,ENEABBA WEST,AUSTRALIA,,
593,AUEPR,ESPERANCE,AUSTRALIA,,
594,AUERB,ERNABELLA,AUSTRALIA,,
595,AUETD,ETADUNNA,AUSTRALIA,,
596,AUEUC,EUCLA,AUSTRALIA,,
597,AUEVD,EVA DOWNS,AUSTRALIA,,
598,AUEVH,EVANS HEAD,AUSTRALIA,,
599,AUEXM,EXMOUTH GULF,AUSTRALIA,,
600,AUFBN,FAIRBARN,AUSTRALIA,,
601,AUFIK,FINKE,AUSTRALIA,,
602,AUFIS,FISHERMAN ISLANDS,AUSTRALIA,,
603,AUFLC,FALLS CREEK,AUSTRALIA,,
604,AUFLS,FLINDERS ISLAND,AUSTRALIA,,
605,AUFLY,FINLEY,AUSTRALIA,,
606,AUFOS,FORREST,AUSTRALIA,,
607,AUFOT,FORSTER,AUSTRALIA,,
608,AUFRB,FORBES,AUSTRALIA,,
609,AUFRE,FREMANTLE,AUSTRALIA,-32.05,115.73333333333333
610,AUFSL,FOSSIL DOWNS,AUSTRALIA,,
611,AUGAH,GAYNDAH,AUSTRALIA,,
612,AUGBL,GOULBURN ISLAND,AUSTRALIA,,
613,AUGBP,GAMBOOLA,AUSTRALIA,,
614,AUGBV,GIBB RIVER,AUSTRALIA,,
615,AUGDD,GORDON DOWNS,AUSTRALIA,,
616,AUGDF,GUILDFORD,AUSTRALIA,,
617,AUGEE,GEORGE TOWN,AUSTRALIA,,
618,AUGET,GERALDTON,AUSTRALIA,,
619,AUGEX,GEELONG,AUSTRALIA,-38.15,144.36666666666667
620,AUGFE,GRENFELL,AUSTRALIA,,
621,AUGFF,GRIFFITH,AUSTRALIA,,
622,AUGFN,GRAFTON,AUSTRALIA,,
623,AUGGD,GREGORY DOWNS,AUSTRALIA,,
624,AUGKL,GREAT KEPPEL ISLAND,AUSTRALIA,,
625,AUGLG,GLENGYLE,AUSTRALIA,,
626,AUGLI,GLEN INNES,AUSTRALIA,,
627,AUGLL,GLEBE ISLAND,AUSTRALIA,,
628,AUGLM,GLENORMISTON,AUSTRALIA,,
629,AUGLT,GLADSTONE,AUSTRALIA,,
630,AUGLY,GOLDSWORTHY,AUSTRALIA,,
631,AUGOI,GOODE IS,AUSTRALIA,,
632,AUGOO,GOONDIWINDI,AUSTRALIA,,
633,AUGOS,GOSFORD,AUSTRALIA,,
634,AUGOV,GOVE,AUSTRALIA,,
635,AUGPN,GARDEN POINT,AUSTRALIA,,
636,AUGRH,GREENHEAD,AUSTRALIA,,
637,AUGRV,GRIFFIN VENTURE (OIL,AUSTRALIA,,
638,AUGSC,GASCOYNE JUNCTION,AUSTRALIA,,
639,AUGSN,MOUNT GUNSON,AUSTRALIA,,
640,AUGTE,GROOTE EYLANDT,AUSTRALIA,,
641,AUGTS,GRANITES,AUSTRALIA,,
642,AUGTT,GEORGETOWN,AUSTRALIA,,
643,AUGUH,GUNNEDAH,AUSTRALIA,,
644,AUGUL,GOULBURN,AUSTRALIA,,
645,AUGVP,GREENVALE,AUSTRALIA,,
646,AUGYL,ARGYLE,AUSTRALIA,,
647,AUGYP,GYMPIE,AUSTRALIA,,
648,AUHAP,HAPPY BAY / LONG IS,AUSTRALIA,,
649,AUHAT,HEATHLANDS,AUSTRALIA,,
650,AUHBA,HOBART,AUSTRALIA,-42.88333333333333,147.33333333333334
651,AUHCQ,HALLS CREEK,AUSTRALIA,,
652,AUHGD,HUGHENDEN,AUSTRALIA,,
653,AUHID,HORN ISLAND,AUSTRALIA,,
654,AUHIG,HIGHBURY,AUSTRALIA,,
655,AUHIH,HOOK ISLAND,AUSTRALIA,,
656,AUHIP,HEADINGLY,AUSTRALIA,,
657,AUHIS,HAYMAN ISLAND,AUSTRALIA,,
658,AUHLL,HILLSIDE,AUSTRALIA,,
659,AUHLS,ST HELENS,AUSTRALIA,,
660,AUHLT,HAMILTON,AUSTRALIA,,
661,AUHLV,HELENVALE,AUSTRALIA,,
662,AUHMG,HERMANNSBURG,AUSTRALIA,,
663,AUHNK,HINCHINBROOKE ISLAND,AUSTRALIA,,
664,AUHOK,HOOKER CREEK,AUSTRALIA,,
665,AUHOT,HOPE TUN,AUSTRALIA,,
666,AUHPE,HOPE VALE,AUSTRALIA,,
667,AUHPT,HAYPOINT,AUSTRALIA,,
668,AUHRN,HERON ISLAND,AUSTRALIA,,
669,AUHRY,HENBURY,AUSTRALIA,,
670,AUHSM,HORSHAM,AUSTRALIA,,
671,AUHTI,HAMILTON ISLAND,AUSTRALIA,,
672,AUHTU,HOPETOUN,AUSTRALIA,,
673,AUHUB,HUMBERT RIVER,AUSTRALIA,,
674,AUHVB,HERVEY BAY,AUSTRALIA,,
675,AUHWK,HAWKER,AUSTRALIA,,
676,AUHXX,HAY,AUSTRALIA,,
677,AUHYI,HARDY ISLAND,AUSTRALIA,,
678,AUIDK,INDULKANA,AUSTRALIA,,
679,AUIFF,IFFLEY,AUSTRALIA,,
680,AUIFL,INNISFAIL,AUSTRALIA,,
681,AUIGH,INGHAM,AUSTRALIA,,
682,AUIKP,INKERMAN,AUSTRALIA,,
683,AUINJ,INJUNE,AUSTRALIA,,
684,AUINM,INNAMINCKA,AUSTRALIA,,
685,AUIPS,IPSWICH,AUSTRALIA,,
686,AUIRG,LOCKHART RIVER,AUSTRALIA,,
687,AUISA,MOUNT ISA,AUSTRALIA,,
688,AUISI,ISISFORD,AUSTRALIA,,
689,AUIVR,INVERELL,AUSTRALIA,,
690,AUIVW,INVERWAY,AUSTRALIA,,
691,AUJAB,JABIRU,AUSTRALIA,,
692,AUJAD,JANDAKOT,AUSTRALIA,,
693,AUJCK,JULIA CREEK,AUSTRALIA,,
694,AUJHQ,SHUTE HARBOUR,AUSTRALIA,,
695,AUJOV,JABIRU VENTURE (OIL,AUSTRALIA,,
696,AUJUN,JUNDAH,AUSTRALIA,,
697,AUJUR,JURIEN BAY,AUSTRALIA,,
698,AUKAH,MELBOURNE CITY HELIP,AUSTRALIA,,
699,AUKAX,KALBARRI,AUSTRALIA,,
700,AUKBB,KIRKIMBIE,AUSTRALIA,,
701,AUKBD,KIMBERLEY DOWNS,AUSTRALIA,,
702,AUKBJ,KINGS CANYON,AUSTRALIA,,
703,AUKBY,STREAKY BAY,AUSTRALIA,,
704,AUKCE,COLLINSVILLE,AUSTRALIA,,
705,AUKCS,KINGS CREEK STATION,AUSTRALIA,,
706,AUKDB,KAMBALDA,AUSTRALIA,,
707,AUKDS,KAMARAN DOWNS,AUSTRALIA,,
708,AUKFG,KALKURUNG,AUSTRALIA,,
709,AUKGC,KINGSCOTE,AUSTRALIA,,
710,AUKGI,KALGOORLIE,AUSTRALIA,,
711,AUKGR,KULGERA,AUSTRALIA,,
712,AUKGY,KINGAROY,AUSTRALIA,,
713,AUKIB,KING BAY,AUSTRALIA,,
714,AUKIT,KINGSTON,AUSTRALIA,,
715,AUKKP,KOOLBURRA,AUSTRALIA,,
716,AUKLP,KLEIN POINT,AUSTRALIA,,
717,AUKML,KAMILEROI,AUSTRALIA,,
718,AUKNI,KATANNING,AUSTRALIA,,
719,AUKNS,KING IS,AUSTRALIA,,
720,AUKNX,KUNUNURRA,AUSTRALIA,,
721,AUKOH,KOOLATAH,AUSTRALIA,,
722,AUKOI,KOOLAN ISLAND,AUSTRALIA,,
723,AUKPP,KALPOWAR,AUSTRALIA,,
724,AUKPS,KEMPSEY,AUSTRALIA,,
725,AUKQB,KOONIBBA,AUSTRALIA,,
726,AUKRA,KERANG,AUSTRALIA,,
727,AUKRB,KARUMBA,AUSTRALIA,,
728,AUKRD,KURUNDI,AUSTRALIA,,
729,AUKSV,SPRINGVALE,AUSTRALIA,,
730,AUKTA,KARRATHA,AUSTRALIA,,
731,AUKTR,KATHERINE,AUSTRALIA,,
732,AUKUG,KUBIN ISLAND,AUSTRALIA,,
733,AUKUR,KURNELL,AUSTRALIA,,
734,AUKWI,KWINANA,AUSTRALIA,,
735,AUKWM,KOWANYAMA,AUSTRALIA,,
736,AUKYB,YANGOONABIE,AUSTRALIA,,
737,AUKYF,YEELIRRIE,AUSTRALIA,,
738,AUKYI,YALATA MISSION,AUSTRALIA,,
739,AULAB,LADY BARRON,AUSTRALIA,,
740,AULDC,LINDEMAN ISLAND,AUSTRALIA,,
741,AULDH,LORD HOWE IS,AUSTRALIA,,
742,AULDW,LANSDOWNE,AUSTRALIA,,
743,AULEA,LEARMONTH,AUSTRALIA,,
744,AULEL,LAKE EVELLA,AUSTRALIA,,
745,AULER,LEINSTER,AUSTRALIA,,
746,AULFP,LAKEFIELD,AUSTRALIA,,
747,AULGH,LEIGH CREEK,AUSTRALIA,,
748,AULHG,LIGHTNING RIDGE,AUSTRALIA,,
749,AULIB,LIMBUNYA,AUSTRALIA,,
750,AULIV,LIVERPOOL,AUSTRALIA,,
751,AULKD,LAKELAND DOWNS,AUSTRALIA,,
752,AULLG,CHILLAGOE,AUSTRALIA,,
753,AULLL,LISSADELL,AUSTRALIA,,
754,AULLP,LINDA DOWNS,AUSTRALIA,,
755,AULNH,LAKE NASH,AUSTRALIA,,
756,AULNO,LEONORA,AUSTRALIA,,
757,AULOA,LORRAINE,AUSTRALIA,,
758,AULOC,LOCK,AUSTRALIA,,
759,AULRE,LONGREACH,AUSTRALIA,,
760,AULST,LAUNCESTON,AUSTRALIA,,
761,AULSY,LISMORE,AUSTRALIA,,
762,AULTB,LATROBE,AUSTRALIA,,
763,AULTP,LYNDHURST,AUSTRALIA,,
764,AULTV,LOTUSVALE,AUSTRALIA,,
765,AULUC,LUCINDA,AUSTRALIA,,
766,AULUT,LAURA STATION,AUSTRALIA,,
767,AULUU,LAURA,AUSTRALIA,,
768,AULVO,LAVERTON,AUSTRALIA,,
769,AULWH,LAWN HILL,AUSTRALIA,,
770,AULYT,LADY ELLIOT ISLAND,AUSTRALIA,,
771,AULZR,LIZARD ISLAND,AUSTRALIA,,
772,AUMBB,MARBLE BAR,AUSTRALIA,,
773,AUMBF,MOUNT BUFFALO,AUSTRALIA,,
774,AUMBH,MARYBOROUGH,AUSTRALIA,,
775,AUMBN,MT BARNETT,AUSTRALIA,,
776,AUMBW,MOORABBIN,AUSTRALIA,,
777,AUMCV,MCARTHUR RIVER,AUSTRALIA,,
778,AUMCY,MAROOCHYDORE APT/SUN,AUSTRALIA,,
779,AUMDA,MERINDA,AUSTRALIA,,
780,AUMEB,ESSENDON APT/MELBOUR,AUSTRALIA,,
781,AUMEL,MELBOURNE,AUSTRALIA,-37.833333333333336,144.96666666666667
782,AUMET,MORETON,AUSTRALIA,,
783,AUMFL,MOUNT FULL STOP,AUSTRALIA,,
784,AUMFP,MANNERS CREEK,AUSTRALIA,,
785,AUMGB,MOUNT GAMBIER,AUSTRALIA,,
786,AUMGT,MILINGIMBI,AUSTRALIA,,
787,AUMGV,MARGARET RIVER STATI,AUSTRALIA,,
788,AUMHC,MACMAHON CAMP 4,AUSTRALIA,,
789,AUMHO,MOUNT HOUSE,AUSTRALIA,,
790,AUMHU,MOUNT HOTHAM,AUSTRALIA,,
791,AUMIB,MILNER BAY,AUSTRALIA,,
792,AUMIH,MITCHELL PLATEAU,AUSTRALIA,,
793,AUMIM,MERIMBULA,AUSTRALIA,,
794,AUMIN,MINNIPA,AUSTRALIA,,
795,AUMIY,MITTIEBAH,AUSTRALIA,,
796,AUMIZ,MAINORU,AUSTRALIA,,
797,AUMJK,MONKEY MIA,AUSTRALIA,,
798,AUMJP,MANJIMUP,AUSTRALIA,,
799,AUMKR,MEEKATHARRA,AUSTRALIA,,
800,AUMKV,MT CAVENAGH,AUSTRALIA,,
801,AUMKY,MACKAY,AUSTRALIA,-21.1,149.23333333333332
802,AUMLR,MILLICENT,AUSTRALIA,,
803,AUMLV,MERLUNA,AUSTRALIA,,
804,AUMMG,MOUNT MAGNET,AUSTRALIA,,
805,AUMMM,MIDDLEMOUNT,AUSTRALIA,,
806,AUMNE,MUNGERANIE,AUSTRALIA,,
807,AUMNG,MANINGRIDA,AUSTRALIA,,
808,AUMNQ,MONTO,AUSTRALIA,,
809,AUMNV,MOUNTAIN VALLEY,AUSTRALIA,,
810,AUMNW,MACDONALD DOWNS,AUSTRALIA,,
811,AUMOO,MOOMBA,AUSTRALIA,,
812,AUMOU,MOURILYAN,AUSTRALIA,,
813,AUMOV,MORANBAH,AUSTRALIA,,
814,AUMQA,MANDORA,AUSTRALIA,,
815,AUMQE,MARQUA,AUSTRALIA,,
816,AUMQL,MILDURA,AUSTRALIA,,
817,AUMRG,MAREEBA,AUSTRALIA,,
818,AUMRL,MINERS LAKE,AUSTRALIA,,
819,AUMRP,MARLA,AUSTRALIA,,
820,AUMRS,MELROSE,AUSTRALIA,,
821,AUMRT,MOROAK,AUSTRALIA,,
822,AUMRZ,MOREE,AUSTRALIA,,
823,AUMSF,MOUNT SWAN,AUSTRALIA,,
824,AUMTD,MT SANDFORD,AUSTRALIA,,
825,AUMTL,MAITLAND,AUSTRALIA,,
826,AUMTQ,MITCHELL,AUSTRALIA,,
827,AUMUP,MULGA PARK,AUSTRALIA,,
828,AUMUQ,MUCCAN,AUSTRALIA,,
829,AUMVH,MACKSVILLE,AUSTRALIA,,
830,AUMVK,MULKA,AUSTRALIA,,
831,AUMVU,MUSGRAVE,AUSTRALIA,,
832,AUMWB,MORAWA,AUSTRALIA,,
833,AUMWT,MOOLAWATANA,AUSTRALIA,,
834,AUMWY,MIRANDA DOWNS,AUSTRALIA,,
835,AUMXD,MARION DOWNS,AUSTRALIA,,
836,AUMXQ,MITCHELL RIVER,AUSTRALIA,,
837,AUMXU,MULLEWA,AUSTRALIA,,
838,AUMYA,MORUYA,AUSTRALIA,,
839,AUMYF,MAYFIELD,AUSTRALIA,,
840,AUMYI,MURRAY ISLAND,AUSTRALIA,,
841,AUMYO,MYROODAH,AUSTRALIA,,
842,AUNAA,NARRABRI,AUSTRALIA,,
843,AUNAC,NARACOORTE,AUSTRALIA,,
844,AUNAR,NARRACOOPA,AUSTRALIA,,
845,AUNBH,NAMBUCCA HEADS,AUSTRALIA,,
846,AUNBR,NAMBOUR,AUSTRALIA,,
847,AUNDS,SANDSTONE,AUSTRALIA,,
848,AUNGA,YOUNG,AUSTRALIA,,
849,AUNIF,NIFTY,AUSTRALIA,,
850,AUNKB,NOONKANBAH,AUSTRALIA,,
851,AUNLF,DARNLEY ISLAND,AUSTRALIA,,
852,AUNLL,NULLAGINE,AUSTRALIA,,
853,AUNLS,NICHOLSON,AUSTRALIA,,
854,AUNMP,NEW MOON,AUSTRALIA,,
855,AUNMR,NAPPA MERRY,AUSTRALIA,,
856,AUNOA,NOWRA,AUSTRALIA,,
857,AUNOO,NURIOOTPA,AUSTRALIA,,
858,AUNPP,NAPPERBY,AUSTRALIA,,
859,AUNRA,NARRANDERA,AUSTRALIA,,
860,AUNRG,NARROGIN,AUSTRALIA,,
861,AUNRY,NEWRY,AUSTRALIA,,
862,AUNSA,NOOSA,AUSTRALIA,,
863,AUNSD,NEWSTEAD,AUSTRALIA,,
864,AUNSM,NORSEMAN,AUSTRALIA,,
865,AUNSO,SCONE,AUSTRALIA,,
866,AUNSV,NOOSAVILLE,AUSTRALIA,,
867,AUNTL,NEWCASTLE,AUSTRALIA,,
868,AUNTN,NORMANTON,AUSTRALIA,,
869,AUNUB,NUMBULWAR,AUSTRALIA,,
870,AUNUR,NULLARBOR,AUSTRALIA,,
871,AUNWM,NEWMAN,AUSTRALIA,,
872,AUNYN,NYNGAN,AUSTRALIA,,
873,AUOAG,ORANGE,AUSTRALIA,,
874,AUOBA,OBAN,AUSTRALIA,,
875,AUODD,OODNADATTA,AUSTRALIA,,
876,AUODL,CORDILLO DOWNS,AUSTRALIA,,
877,AUODR,ORD RIVER,AUSTRALIA,,
878,AUOKB,ORCHID BEACH,AUSTRALIA,,
879,AUOKR,YORKE ISLAND,AUSTRALIA,,
880,AUOKY,OAKEY,AUSTRALIA,,
881,AUOLP,OLYMPIC DAM,AUSTRALIA,,
882,AUONG,MORNINGTON,AUSTRALIA,,
883,AUONR,MONKIRA,AUSTRALIA,,
884,AUONS,ONSLOW,AUSTRALIA,,
885,AUOOL,COOLANGATTA APT/GOLD,AUSTRALIA,,
886,AUOOR,MOORABERREE,AUSTRALIA,,
887,AUOPI,OENPELLI,AUSTRALIA,,
888,AUORR,YORKETOWN,AUSTRALIA,,
889,AUORS,ORPHEUS ISLAND RESOR,AUSTRALIA,,
890,AUOSB,OSBORNE ISLAND,AUSTRALIA,,
891,AUOXO,ORIENTOS,AUSTRALIA,,
892,AUOXY,MORNEY,AUSTRALIA,,
893,AUOYN,OUYEN,AUSTRALIA,,
894,AUPAE,PORT ADELAIDE,AUSTRALIA,-34.85,138.5
895,AUPAU,PORT ARTHUR,AUSTRALIA,,
896,AUPBO,PARABURDOO,AUSTRALIA,,
897,AUPBT,PORT BOTANY,AUSTRALIA,,
898,AUPBY,PORT BONYTHON,AUSTRALIA,,
899,AUPCE,PEARCE,AUSTRALIA,,
900,AUPCT,PORT CURTIS,AUSTRALIA,,
901,AUPDE,PANDIE PANDIE,AUSTRALIA,,
902,AUPDN,PARNDANA,AUSTRALIA,,
903,AUPEA,PENNESHAW,AUSTRALIA,,
904,AUPEL,PELICAN POINT,AUSTRALIA,,
905,AUPEP,PEPPIMENARTI,AUSTRALIA,,
906,AUPER,PERTH,AUSTRALIA,,
907,AUPEX,EXMOUTH,AUSTRALIA,,
908,AUPEY,PENONG,AUSTRALIA,,
909,AUPGI,PORT GILES,AUSTRALIA,,
910,AUPHE,PORT HEDLAND,AUSTRALIA,,
911,AUPHJ,PORT HUNTER,AUSTRALIA,,
912,AUPHU,PORT HUON,AUSTRALIA,,
913,AUPJK,PORT JACKSON,AUSTRALIA,,
914,AUPKE,PARKES,AUSTRALIA,,
915,AUPKL,PORT KEMBLA,AUSTRALIA,,
916,AUPKT,PORT KEATS,AUSTRALIA,,
917,AUPLA,PORT LATTA,AUSTRALIA,,
918,AUPLO,PORT LINCOLN,AUSTRALIA,,
919,AUPMK,PALM ISLAND,AUSTRALIA,,
920,AUPPI,PORT PIRIE,AUSTRALIA,,
921,AUPPP,PROSERPINE,AUSTRALIA,,
922,AUPQQ,PORT MACQUARIE,AUSTRALIA,,
923,AUPRB,PROPER BAY,AUSTRALIA,,
924,AUPRC,PRICE,AUSTRALIA,,
925,AUPRD,PARDOO,AUSTRALIA,,
926,AUPRM,PARRAMATTA,AUSTRALIA,,
927,AUPSM,POINT SAMSON,AUSTRALIA,,
928,AUPST,PORT STANVAC,AUSTRALIA,,
929,AUPSY,PORT STANLEY,AUSTRALIA,,
930,AUPTD,PORT DALRYMPLE,AUSTRALIA,,
931,AUPTE,PORT STEPHENS,AUSTRALIA,,
932,AUPTI,PORT DOUGLAS,AUSTRALIA,,
933,AUPTJ,PORTLAND,AUSTRALIA,,
934,AUPTL,PORT ALMA,AUSTRALIA,,
935,AUPUG,PORT AUGUSTA,AUSTRALIA,,
936,AUPWI,POINT WILSON,AUSTRALIA,,
937,AUPWL,PORT WALCOTT,AUSTRALIA,,
938,AUPWR,PORT WARRENDER,AUSTRALIA,,
939,AUQDN,EDEN,AUSTRALIA,,
940,AURAB,RAPID BAY,AUSTRALIA,,
941,AURAM,RAMINGINING,AUSTRALIA,,
942,AURBC,ROBINVALE,AUSTRALIA,,
943,AURBS,ORBOST,AUSTRALIA,,
944,AURBU,ROEBOURNE,AUSTRALIA,,
945,AURCH,RICHMOND,AUSTRALIA,,
946,AURCM,RICHMOND,AUSTRALIA,,
947,AURCN,AMERICAN RIVER,AUSTRALIA,,
948,AURDA,ROCKHAMPTON DOWNS,AUSTRALIA,,
949,AURDN,RISDON,AUSTRALIA,,
950,AURHL,ROY HILL,AUSTRALIA,,
951,AURKY,ROKEBY,AUSTRALIA,,
952,AURLP,ROSELLA PLAINS,AUSTRALIA,,
953,AURMA,ROMA,AUSTRALIA,,
954,AURMK,RENMARK,AUSTRALIA,,
955,AUROH,ROBINHOOD,AUSTRALIA,,
956,AUROK,ROCKHAMPTON,AUSTRALIA,,
957,AURPB,ROPER BAR,AUSTRALIA,,
958,AURPM,NGUKURR,AUSTRALIA,,
959,AURPV,ROPER VALLEY,AUSTRALIA,,
960,AURRE,MARREE,AUSTRALIA,,
961,AURRV,ROBINSON RIVER,AUSTRALIA,,
962,AURSB,ROSEBERTH,AUSTRALIA,,
963,AURSE,AU-ROSE BAY,AUSTRALIA,,
964,AURTP,RUTLAND PLAINS,AUSTRALIA,,
965,AURTS,ROTTNEST ISLAND,AUSTRALIA,,
966,AURTY,MERTY,AUSTRALIA,,
967,AUSBR,SAIBAI ISLAND,AUSTRALIA,,
968,AUSBY,BRISBANE/SALISBURY,AUSTRALIA,,
969,AUSCG,SPRING CREEK,AUSTRALIA,,
970,AUSFP,SURFERS PARADISE,AUSTRALIA,,
971,AUSGO,ST GEORGE,AUSTRALIA,,
972,AUSGP,SHAY GAP,AUSTRALIA,,
973,AUSHB,SHARK BAY,AUSTRALIA,,
974,AUSHQ,SOUTHPORT,AUSTRALIA,,
975,AUSHT,SHEPPARTON,AUSTRALIA,,
976,AUSHU,SMITH POINT,AUSTRALIA,,
977,AUSIO,SMITHTON,AUSTRALIA,,
978,AUSIX,SINGLETON,AUSTRALIA,,
979,AUSKV,SKUA VENTURE (OIL TE,AUSTRALIA,,
980,AUSMT,SALADIN MARINE TERMI,AUSTRALIA,,
981,AUSNB,SNAKE BAY,AUSTRALIA,,
982,AUSNH,STANTHORPE,AUSTRALIA,,
983,AUSOI,SOUTH MOLLE ISLAND,AUSTRALIA,,
984,AUSPB,SPRING BAY,AUSTRALIA,,
985,AUSQC,SOUTHERN CROSS,AUSTRALIA,,
986,AUSQP,STARCKE,AUSTRALIA,,
987,AUSRM,SANDRINGHAM,AUSTRALIA,,
988,AUSRN,STRAHAN,AUSTRALIA,,
989,AUSRR,STRADBROKE ISLAND,AUSTRALIA,,
990,AUSSK,STURT CREEK,AUSTRALIA,,
991,AUSSP,SILVER PLAINS,AUSTRALIA,,
